Time (s),elevator,throttle,aileron,rudder,pitch(rad),arspd(m/s?),bank(rad),hdg(rad)
1.15487443628e-06,1595,1705,1509,1529,-0.000726885395125,0.0660241991282,-0.0332730934024,280
0.00796439907071,1588,1705,1508,1529,-0.000726885395125,0.0660241991282,-0.0332730934024,280
0.0539553487047,1588,1705,1506,1530,0.000393714377424,0.022646298632,-0.0235975813121,282
0.0559559761865,1588,1705,1505,1530,0.000393714377424,0.022646298632,-0.0235975813121,282
0.0689883492417,1587,1705,1504,1531,0.000393714377424,0.022646298632,-0.0235975813121,282
0.0900755865319,1586,1705,1503,1531,0.000393714377424,0.022646298632,-0.0235975813121,282
0.108997434254,1585,1705,1503,1531,0.000393714377424,0.022646298632,-0.0235975813121,282
0.129989586882,1585,1705,1503,1531,0.000393714377424,0.022646298632,-0.0235975813121,282
0.14700897145,1586,1705,1503,1531,0.000393714377424,0.022646298632,-0.0235975813121,282
0.171006107361,1587,1705,1503,1531,0.000393714377424,0.022646298632,-0.0235975813121,282
0.187981221742,1588,1705,1503,1531,0.000393714377424,0.022646298632,-0.0235975813121,282
0.208061408523,1588,1705,1503,1531,0.000393714377424,0.022646298632,-0.0235975813121,282
0.229000436927,1588,1705,1503,1531,0.000393714377424,0.022646298632,-0.0235975813121,282
0.248977454926,1588,1705,1503,1531,0.000393714377424,0.022646298632,-0.0235975813121,282
0.269014911354,1588,1705,1503,1531,0.000393714377424,0.022646298632,-0.0235975813121,282
0.313973403242,1588,1705,1503,1531,-0.00579126551747,0.0110966861248,-0.014033164829,283
0.316017915952,1588,1705,1504,1531,-0.00579126551747,0.0110966861248,-0.014033164829,283
0.327012705544,1588,1705,1504,1531,-0.00579126551747,0.0110966861248,-0.014033164829,283
0.347002427161,1588,1705,1505,1530,-0.00579126551747,0.0110966861248,-0.014033164829,283
0.371012266691,1588,1705,1506,1530,-0.00579126551747,0.0110966861248,-0.014033164829,283
0.3880147131,1588,1705,1507,1530,-0.00579126551747,0.0110966861248,-0.014033164829,283
0.409063069618,1588,1705,1507,1530,-0.00579126551747,0.0110966861248,-0.014033164829,283
0.429007751132,1588,1705,1508,1529,-0.00579126551747,0.0110966861248,-0.014033164829,283
0.449014410908,1588,1705,1508,1529,-0.00579126551747,0.0110966861248,-0.014033164829,283
0.469007212191,1587,1705,1508,1529,-0.00579126551747,0.0110966861248,-0.014033164829,283
0.48598463632,1587,1705,1509,1529,-0.00579126551747,0.0110966861248,-0.014033164829,283
0.507088811769,1587,1705,1509,1529,-0.00579126551747,0.0110966861248,-0.014033164829,283
0.527035803032,1586,1705,1509,1529,-0.00579126551747,0.0110966861248,-0.014033164829,283
0.572977862982,1586,1705,1509,1529,-0.012126176618,0.00380616309121,-0.0239962991327,284
0.574987344501,1586,1705,1509,1529,-0.012126176618,0.00380616309121,-0.0239962991327,284
0.588997896204,1586,1705,1509,1529,-0.012126176618,0.00380616309121,-0.0239962991327,284
0.608097209631,1587,1705,1509,1529,-0.012126176618,0.00380616309121,-0.0239962991327,284
0.629107455292,1587,1705,1509,1529,-0.012126176618,0.00380616309121,-0.0239962991327,284
0.649036738481,1588,1705,1509,1529,-0.012126176618,0.00380616309121,-0.0239962991327,284
0.666015702443,1588,1705,1509,1529,-0.012126176618,0.00380616309121,-0.0239962991327,284
0.687062519128,1588,1705,1509,1529,-0.012126176618,0.00380616309121,-0.0239962991327,284
0.707061479741,1589,1705,1509,1529,-0.012126176618,0.00380616309121,-0.0239962991327,284
0.727967401744,1589,1705,1509,1529,-0.012126176618,0.00380616309121,-0.0239962991327,284
0.748037579614,1589,1705,1509,1529,-0.012126176618,0.00380616309121,-0.0239962991327,284
0.769027807452,1589,1705,1509,1529,-0.012126176618,0.00380616309121,-0.0239962991327,284
0.78805012925,1589,1705,1509,1529,-0.012126176618,0.00380616309121,-0.0239962991327,284
0.832995532561,1588,1705,1509,1529,-0.0138433687389,0.00130551389884,-0.0227324236184,284
0.835050054183,1588,1705,1509,1529,-0.0138433687389,0.00130551389884,-0.0227324236184,284
0.846068326221,1588,1705,1509,1529,-0.0138433687389,0.00130551389884,-0.0227324236184,284
0.866995805881,1588,1705,1509,1529,-0.0138433687389,0.00130551389884,-0.0227324236184,284
0.886990916913,1588,1705,1509,1529,-0.0138433687389,0.00130551389884,-0.0227324236184,284
0.908038118556,1589,1705,1509,1529,-0.0138433687389,0.00130551389884,-0.0227324236184,284
0.927987804526,1589,1705,1509,1529,-0.0138433687389,0.00130551389884,-0.0227324236184,284
0.948081464843,1590,1705,1509,1529,-0.0138433687389,0.00130551389884,-0.0227324236184,284
0.969028577368,1590,1705,1509,1529,-0.0138433687389,0.00130551389884,-0.0227324236184,284
0.988051284124,1590,1705,1509,1529,-0.0138433687389,0.00130551389884,-0.0227324236184,284
1.00599918774,1591,1705,1509,1529,-0.0138433687389,0.00130551389884,-0.0227324236184,284
1.02598044028,1591,1705,1508,1529,-0.0138433687389,0.00130551389884,-0.0227324236184,284
1.04707576169,1591,1705,1508,1529,-0.0138433687389,0.00130551389884,-0.0227324236184,284
1.09306671132,1591,1705,1508,1529,-0.0160329882056,0.000639701785985,-0.0190167594701,285
1.09514702514,1592,1705,1508,1529,-0.0160329882056,0.000639701785985,-0.0190167594701,285
1.10801271132,1592,1705,1508,1529,-0.0160329882056,0.000639701785985,-0.0190167594701,285
1.12723598127,1593,1705,1508,1529,-0.0160329882056,0.000639701785985,-0.0190167594701,285
1.14813227932,1594,1705,1507,1530,-0.0160329882056,0.000639701785985,-0.0190167594701,285
1.17004448191,1594,1705,1507,1530,-0.0160329882056,0.000639701785985,-0.0190167594701,285
1.18605951068,1594,1705,1507,1530,-0.0160329882056,0.000639701785985,-0.0190167594701,285
1.20601343119,1594,1705,1506,1530,-0.0160329882056,0.000639701785985,-0.0190167594701,285
1.2270710267,1594,1705,1506,1530,-0.0160329882056,0.000639701785985,-0.0190167594701,285
1.24704611991,1594,1705,1505,1530,-0.0160329882056,0.000639701785985,-0.0190167594701,285
1.26804058229,1594,1705,1505,1530,-0.0160329882056,0.000639701785985,-0.0190167594701,285
1.28711448848,1594,1705,1504,1531,-0.0160329882056,0.000639701785985,-0.0190167594701,285
1.30810433136,1595,1705,1504,1531,-0.0160329882056,0.000639701785985,-0.0190167594701,285
1.3530135486,1595,1705,1503,1531,-0.017391063273,0.00021941770683,-0.0104514071718,284
1.35501148138,1596,1705,1503,1531,-0.017391063273,0.00021941770683,-0.0104514071718,284
1.36904782528,1596,1705,1502,1531,-0.017391063273,0.00021941770683,-0.0104514071718,284
1.38603102378,1596,1705,1502,1531,-0.017391063273,0.00021941770683,-0.0104514071718,284
1.40760792783,1596,1705,1502,1531,-0.017391063273,0.00021941770683,-0.0104514071718,284
1.42712222614,1596,1705,1503,1531,-0.017391063273,0.00021941770683,-0.0104514071718,284
1.44804893588,1596,1705,1503,1531,-0.017391063273,0.00021941770683,-0.0104514071718,284
1.46707048776,1596,1705,1503,1531,-0.017391063273,0.00021941770683,-0.0104514071718,284
1.48711179377,1596,1705,1503,1531,-0.017391063273,0.00021941770683,-0.0104514071718,284
1.50505238318,1595,1705,1503,1531,-0.017391063273,0.00021941770683,-0.0104514071718,284
1.52502362681,1593,1705,1503,1531,-0.017391063273,0.00021941770683,-0.0104514071718,284
1.54609238611,1591,1705,1502,1531,-0.017391063273,0.00021941770683,-0.0104514071718,284
1.56910941858,1589,1705,1501,1531,-0.017391063273,0.00021941770683,-0.0104514071718,284
1.6120468802,1505,997,1496,1535,-0.0309845022857,0.000107514671981,-0.00557016814128,283
1.61411025586,1588,1705,1501,1532,-0.0309845022857,0.000107514671981,-0.00557016814128,283
1.62706409746,1588,1705,1501,1531,-0.0309845022857,0.000107514671981,-0.00557016814128,283
1.64707961127,1588,1705,1502,1531,-0.0309845022857,0.000107514671981,-0.00557016814128,283
1.66709820475,1589,1705,1502,1531,-0.0309845022857,0.000107514671981,-0.00557016814128,283
1.68502570558,1589,1705,1502,1531,-0.0309845022857,0.000107514671981,-0.00557016814128,283
1.70505469293,1589,1705,1502,1531,-0.0309845022857,0.000107514671981,-0.00557016814128,283
1.7261384656,1588,1705,1502,1531,-0.0309845022857,0.000107514671981,-0.00557016814128,283
1.74611240393,1588,1705,1503,1531,-0.0309845022857,0.000107514671981,-0.00557016814128,283
1.76715306128,1588,1705,1504,1531,-0.0309845022857,0.000107514671981,-0.00557016814128,283
1.7871096765,1588,1705,1504,1530,-0.0309845022857,0.000107514671981,-0.00557016814128,283
1.80610582114,1586,1705,1505,1530,-0.0309845022857,0.000107514671981,-0.00557016814128,283
1.82721769576,1587,1705,1506,1530,-0.0309845022857,0.000107514671981,-0.00557016814128,283
1.87103363187,1588,1705,1507,1530,-0.0344826541841,0.275163203478,-0.014088017866,283
1.87303040977,1588,1705,1507,1529,-0.0344826541841,0.275163203478,-0.014088017866,283
1.88503648441,1588,1705,1508,1529,-0.0344826541841,0.275163203478,-0.014088017866,283
1.90606867268,1589,1705,1508,1529,-0.0344826541841,0.275163203478,-0.014088017866,283
1.9260418411,1589,1705,1507,1530,-0.0344826541841,0.275163203478,-0.014088017866,283
1.9482115807,1589,1705,1506,1530,-0.0344826541841,0.275163203478,-0.014088017866,283
1.96714266741,1590,1705,1504,1531,-0.0344826541841,0.275163203478,-0.014088017866,283
1.98608953742,1591,1705,1503,1531,-0.0344826541841,0.275163203478,-0.014088017866,283
2.00703895969,1592,1705,1501,1532,-0.0344826541841,0.275163203478,-0.014088017866,283
2.02407720721,1593,1705,1501,1532,-0.0344826541841,0.275163203478,-0.014088017866,283
2.04507089967,1593,1705,1501,1532,-0.0344826541841,0.275163203478,-0.014088017866,283
2.06507563465,1593,1705,1501,1532,-0.0344826541841,0.275163203478,-0.014088017866,283
2.08606047308,1593,1705,1500,1532,-0.0344826541841,0.275163203478,-0.014088017866,283
2.13208260432,1594,1705,1500,1532,-0.0340851508081,0.0943809747696,-0.0025757572148,283
2.13418832537,1595,1705,1500,1532,-0.0340851508081,0.0943809747696,-0.0025757572148,283
2.14609777552,1595,1705,1500,1532,-0.0340851508081,0.0943809747696,-0.0025757572148,283
2.16741059828,1595,1705,1500,1532,-0.0340851508081,0.0943809747696,-0.0025757572148,283
2.18405965311,1596,1705,1500,1532,-0.0340851508081,0.0943809747696,-0.0025757572148,283
2.20407555189,1596,1705,1500,1532,-0.0340851508081,0.0943809747696,-0.0025757572148,283
2.22506039031,1596,1705,1500,1532,-0.0340851508081,0.0943809747696,-0.0025757572148,283
2.24507551916,1597,1705,1500,1532,-0.0340851508081,0.0943809747696,-0.0025757572148,283
2.26607999045,1597,1705,1500,1532,-0.0340851508081,0.0943809747696,-0.0025757572148,283
2.28606047308,1597,1705,1500,1532,-0.0340851508081,0.0943809747696,-0.0025757572148,283
2.30605096461,1597,1705,1499,1532,-0.0340851508081,0.0943809747696,-0.0025757572148,283
2.326171572,1598,1705,1499,1532,-0.0340851508081,0.0943809747696,-0.0025757572148,283
2.34713331293,1598,1705,1499,1532,-0.0340851508081,0.0943809747696,-0.0025757572148,283
2.39009271717,1598,1705,1499,1532,-0.0331529378891,0.109035387635,-0.000241175410338,283
2.39205715859,1598,1705,1499,1532,-0.0331529378891,0.109035387635,-0.000241175410338,283
2.40511878846,1599,1705,1499,1532,-0.0331529378891,0.109035387635,-0.000241175410338,283
2.42507039922,1599,1705,1499,1532,-0.0331529378891,0.109035387635,-0.000241175410338,283
2.44612453011,1599,1705,1499,1532,-0.0331529378891,0.109035387635,-0.000241175410338,283
2.46609038432,1600,1705,1499,1532,-0.0331529378891,0.109035387635,-0.000241175410338,283
2.48512887436,1600,1705,1500,1532,-0.0331529378891,0.109035387635,-0.000241175410338,283
2.50608176126,1601,1705,1500,1532,-0.0331529378891,0.109035387635,-0.000241175410338,283
2.52619851907,1601,1705,1500,1532,-0.0331529378891,0.109035387635,-0.000241175410338,283
2.544079055,1601,1705,1500,1532,-0.0331529378891,0.109035387635,-0.000241175410338,283
2.56715652591,1601,1705,1500,1532,-0.0331529378891,0.109035387635,-0.000241175410338,283
2.58506631866,1601,1705,1500,1532,-0.0331529378891,0.109035387635,-0.000241175410338,283
2.60506989878,1600,1705,1500,1532,-0.0331529378891,0.109035387635,-0.000241175410338,283
2.65106392807,1600,1705,1500,1532,-0.033136755228,0.236944794655,-0.00180950202048,283
2.65505825379,1601,1705,1500,1532,-0.033136755228,0.236944794655,-0.00180950202048,283
2.66515955553,1601,1705,1500,1532,-0.033136755228,0.236944794655,-0.00180950202048,283
2.68607202182,1601,1705,1501,1532,-0.033136755228,0.236944794655,-0.00180950202048,283
