Time (s),elevator,throttle,aileron,rudder,pitch(rad),arspd(m/s?),bank(rad),gps hdg(deg),ahrs hdg(rad)
17.2197670374,-8400,65,-8400,-67,-0.0187595654279,1.94853436947,-0.0102192731574,0,-0.0469339489937
17.2248662889,-8500,65,-8500,-68,-0.0187595654279,1.94853436947,-0.0102192731574,0,-0.0469339489937
17.2318479025,-8600,65,-8600,-69,-0.0187595654279,1.94853436947,-0.0102192731574,0,-0.0469339489937
17.2365515729,-8700,65,-8700,-70,-0.0187595654279,1.94853436947,-0.0102192731574,0,-0.0469339489937
17.2415262275,-8800,65,-8800,-72,-0.0187595654279,1.94853436947,-0.0102192731574,0,-0.0469339489937
17.2460893773,-8900,65,-8900,-72,-0.0187595654279,1.94853436947,-0.0102192731574,0,-0.0469339489937
17.2506905207,-9000,65,-9000,-72,-0.0187595654279,1.94853436947,-0.0102192731574,0,-0.0469339489937
17.2547396387,-9100,65,-9100,-73,-0.0187595654279,1.94853436947,-0.0102192731574,0,-0.0469339489937
17.4486631681,-9300,0,-9300,-75,-0.0487300232053,2.05496621132,-0.00566677330062,0,-0.0470456182957
17.4533601338,-9400,65,-9400,-75,-0.0487300232053,2.05496621132,-0.00566677330062,0,-0.0470456182957
17.4580638042,-9500,65,-9500,-75,-0.0487300232053,2.05496621132,-0.00566677330062,0,-0.0470456182957
17.4629219635,-9600,65,-9600,-75,-0.0487300232053,2.05496621132,-0.00566677330062,0,-0.0470456182957
17.4677686689,-9700,65,-9700,-76,-0.0487300232053,2.05496621132,-0.00566677330062,0,-0.0470456182957
17.4729000474,-9800,65,-9800,-75,-0.0487300232053,2.05496621132,-0.00566677330062,0,-0.0470456182957
17.4775788543,-9900,65,-9900,-75,-0.0487300232053,2.05496621132,-0.00566677330062,0,-0.0470456182957
17.4827102327,-10000,65,-10000,-74,-0.0487300232053,2.05496621132,-0.00566677330062,0,-0.0470456182957
17.4873381952,-10100,65,-10100,-74,-0.0487300232053,2.05496621132,-0.00566677330062,0,-0.0470456182957
17.4924592371,-10200,65,-10200,-73,-0.0487300232053,2.05496621132,-0.00566677330062,0,-0.0470456182957
17.4973268949,-10300,65,-10300,-72,-0.0487300232053,2.05496621132,-0.00566677330062,0,-0.0470456182957
17.5019827939,-10400,65,-10400,-71,-0.0487300232053,2.05496621132,-0.00566677330062,0,-0.0470456182957
17.7755647715,-10700,0,-10700,-69,-0.0450633764267,1.76071298122,-0.00676940428093,0,-0.047203745693
17.7803312991,-10800,65,-10800,-68,-0.0450633764267,1.76071298122,-0.00676940428093,0,-0.047203745693
17.7854168616,-10900,65,-10900,-68,-0.0450633764267,1.76071298122,-0.00676940428093,0,-0.047203745693
17.7903652559,-11000,65,-11000,-67,-0.0450633764267,1.76071298122,-0.00676940428093,0,-0.047203745693
17.7948074406,-11100,65,-11100,-66,-0.0450633764267,1.76071298122,-0.00676940428093,0,-0.047203745693
17.7984975744,-11200,65,-11200,-66,-0.0450633764267,1.76071298122,-0.00676940428093,0,-0.047203745693
17.8024508702,-11300,65,-11300,-65,-0.0450633764267,1.76071298122,-0.00676940428093,0,-0.047203745693
17.8066734739,-11400,65,-11400,-65,-0.0450633764267,1.76071298122,-0.00676940428093,0,-0.047203745693
17.8115570554,-11500,65,-11500,-65,-0.0450633764267,1.76071298122,-0.00676940428093,0,-0.047203745693
17.8165906561,-11600,65,-11600,-65,-0.0450633764267,1.76071298122,-0.00676940428093,0,-0.047203745693
17.8213736662,-11700,65,-11700,-65,-0.0450633764267,1.76071298122,-0.00676940428093,0,-0.047203745693
17.8263765367,-11800,65,-11800,-65,-0.0450633764267,1.76071298122,-0.00676940428093,0,-0.047203745693
17.8311075849,-11900,65,-11900,-65,-0.0450633764267,1.76071298122,-0.00676940428093,0,-0.047203745693
18.0769276542,-11900,0,-11900,-66,-0.0143287340179,0.862749397755,-0.00779149867594,0,-0.0474042966962
18.0807393118,-11800,65,-11800,-66,-0.0143287340179,0.862749397755,-0.00779149867594,0,-0.0474042966962
18.084605725,-11700,65,-11700,-66,-0.0143287340179,0.862749397755,-0.00779149867594,0,-0.0474042966962
18.0940125072,-11600,65,-11600,-66,-0.0143287340179,0.862749397755,-0.00779149867594,0,-0.0474042966962
18.1049328895,-11500,65,-11500,-67,-0.0143287340179,0.862749397755,-0.00779149867594,0,-0.0474042966962
18.1095776139,-11400,65,-11400,-67,-0.0143287340179,0.862749397755,-0.00779149867594,0,-0.0474042966962
18.1143930304,-11300,65,-11300,-68,-0.0143287340179,0.862749397755,-0.00779149867594,0,-0.0474042966962
18.1194076342,-11200,65,-11200,-68,-0.0143287340179,0.862749397755,-0.00779149867594,0,-0.0474042966962
