Time (s),elevator,throttle,aileron,rudder,pitch(rad),arspd(m/s?),bank(rad),gps hdg(deg),ahrs hdg(rad)
4.74920695228e-06,18,0,5232,0,-0.0113815860823,0.448797136545,-0.155333206058,70,0.0733922794461
0.0373159158496,18,0,5232,0,-0.0113815860823,0.448797136545,-0.155333206058,70,0.0733922794461
0.0419254402445,18,0,5232,0,-0.0113815860823,0.448797136545,-0.155333206058,70,0.0733922794461
0.046964628186,18,0,5232,0,-0.0113815860823,0.448797136545,-0.155333206058,70,0.0733922794461
0.0517481970474,18,0,5232,0,-0.0113815860823,0.448797136545,-0.155333206058,70,0.0733922794461
0.0614276395464,-13,0,16412,0,-0.0113815860823,0.448797136545,-0.155333206058,70,0.0733922794461
0.0656237035713,-13,0,16412,0,-0.0113815860823,0.448797136545,-0.155333206058,70,0.0733922794461
0.0839777122511,-13,0,16412,0,-0.0113815860823,0.448797136545,-0.155333206058,70,0.0733922794461
0.327333222519,-13,0,16412,0,-0.0100966338068,0.707825005054,-0.15435692668,71,0.0661534145474
0.336845325314,35,0,1600,0,-0.0100966338068,0.707825005054,-0.15435692668,71,0.0661534145474
0.341790367211,35,0,1600,0,-0.0100966338068,0.707825005054,-0.15435692668,71,0.0661534145474
0.346621428142,35,0,1600,0,-0.0100966338068,0.707825005054,-0.15435692668,71,0.0661534145474
0.359746001238,35,0,1600,0,-0.0100966338068,0.707825005054,-0.15435692668,71,0.0661534145474
0.364224503394,35,0,1600,0,-0.0100966338068,0.707825005054,-0.15435692668,71,0.0661534145474
0.373997812571,13,0,15576,0,-0.0100966338068,0.707825005054,-0.15435692668,71,0.0661534145474
0.400387758779,13,0,15576,0,-0.0100966338068,0.707825005054,-0.15435692668,71,0.0661534145474
0.405232508601,13,0,15576,0,-0.0100966338068,0.707825005054,-0.15435692668,71,0.0661534145474
0.415028725718,13,0,15576,0,-0.0100966338068,0.707825005054,-0.15435692668,71,0.0661534145474
0.419870123158,13,0,15576,0,-0.0100966338068,0.707825005054,-0.15435692668,71,0.0661534145474
